Id,HR,interval in seconds,NNRR,AVNN,SDNN,RMSSD,pNN50,TP,ULF,VLF,LF,HF,LF_HF,stress
1407,94.172,0.771419048,0.97667,0.7708240000000000,0.0274764,0.01035542,0.005000000000000000,0.00437601,0.00437601,0.00064,0.0,0.0,,1.0
1408,100.772,0.759990476,0.97667,0.7598980000000000,0.017201400000000000,0.00825964,0.005000000000000000,0.00161561,0.00161561,0.00064,0.0,0.0,,1.0
1409,159.17200000000000,0.753381395,0.977224,0.753133,0.0218678,0.00819756,0.005000000000000000,0.00171538,0.00171538,0.00064,0.0,0.0,,1.0
1410,94.572,0.74927619,0.97667,0.7489220000000000,0.030607500000000000,0.015723,0.030000000000000000,0.00449102,0.00449102,0.00064,0.0,0.0,,2.0
1411,85.172,0.752252381,0.97667,0.7519710000000000,0.0387356,0.018537,0.030000000000000000,0.0147355,0.0147355,0.00064,0.0,0.0,,1.0
1412,95.372,0.762157143,0.97667,0.762117,0.0454075,0.0242149,0.030000000000000000,0.0190815,0.0190815,0.00064,0.0,0.0,,1.0
1413,115.972,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0260391,0.0260391,0.00064,0.0,0.0,,1.0
1414,88.172,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00642694,0.00642694,0.00064,0.0,0.0,,1.0
1415,88.772,0.774347619,0.97667,0.7738240000000000,0.0489075,0.019350100000000000,0.030000000000000000,0.0240057,0.0240057,0.00064,0.0,0.0,,1.0
1416,87.972,0.7537761900000000,0.97667,0.7527510000000000,0.0394115,0.019350100000000000,0.030000000000000000,0.0150104,0.0150104,0.00064,0.0,0.0,,1.0
1417,95.972,0.7450790700000000,0.977224,0.744633,0.038551100000000000,0.016540700000000000,0.029390200000000000,0.0127046,0.0127046,0.00064,0.0,0.0,,2.0
1418,105.172,0.729451163,0.977224,0.7286330000000000,0.0557806,0.0293184,0.029390200000000000,0.0316474,0.0316474,0.00064,0.0,0.0,,2.0
1419,93.572,0.7469190480000000,0.97667,0.746507,0.0614672,0.0341326,0.030000000000000000,0.041406,0.041406,0.00064,0.0,0.0,,2.0
1420,118.572,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0260032,0.0260032,0.00064,0.0,0.0,,2.0
1421,100.372,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0264714,0.0264714,0.00064,0.0,0.0,,2.0
1422,41.572,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0260708,0.0260708,0.00064,0.0,0.0,,2.0
1423,85.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0261425,0.0261425,0.00064,0.0,0.0,,2.0
1424,81.572,0.8062,0.97548,0.806467,0.038879500000000000,0.0196157,0.031315800000000000,0.0121331,0.0121331,0.00064,0.0,0.0,,2.0
1425,86.572,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0408454,0.0408454,0.00064,0.0,0.0,,1.0
1426,147.772,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0407051,0.0407051,0.00064,0.0,0.0,,1.0
1427,93.372,0.802702439,0.97609,0.8020750000000000,0.0597813,0.030942900000000000,0.030641,0.0380909,0.0380909,0.00064,0.0,0.0,,1.0
1428,83.772,0.786312195,0.97609,0.7852750000000000,0.053542900000000000,0.0256825,0.030641,0.0290234,0.0290234,0.00064,0.0,0.0,,0.0
1429,91.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0261346,0.0261346,0.00064,0.0,0.0,,0.0
1430,115.172,0.799675,0.97548,0.7997740000000000,0.059958000000000000,0.0298285,0.031315800000000000,0.0367653,0.0367653,0.00064,0.0,0.0,,1.0
1431,102.772,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0406751,0.0406751,0.00064,0.0,0.0,,2.0
1432,86.372,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0409077,0.0409077,0.00064,0.0,0.0,,1.0
1433,112.972,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0409275,0.0409275,0.00064,0.0,0.0,,1.0
1434,94.972,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0406645,0.0406645,0.00064,0.0,0.0,,1.0
1435,96.972,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0405253,0.0405253,0.00064,0.0,0.0,,1.0
1436,87.572,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0407599,0.0407599,0.00064,0.0,0.0,,1.0
1437,94.172,0.810975,0.97548,0.810544,0.0633421,0.035123,0.031315800000000000,0.0425112,0.0425112,0.00064,0.0,0.0,,1.0
1438,15.172,0.8184,0.97548,0.8181590000000000,0.0673274,0.0303928,0.031315800000000000,0.047973,0.047973,0.00064,0.0,0.0,,1.0
1439,94.372,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0409049,0.0409049,0.00064,0.0,0.0,,1.0
1440,89.372,0.810629268,0.97609,0.8102,0.038967100000000000,0.0167571,0.030641,0.0133092,0.0133092,0.00064,0.0,0.0,,0.0
1441,85.772,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.026123,0.026123,0.00064,0.0,0.0,,0.0
1442,162.572,0.7785073170000000,0.97609,0.7780750000000000,0.0497711,0.0250908,0.030641,0.0255695,0.0255695,0.00064,0.0,0.0,,1.0
1443,108.372,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0261575,0.0261575,0.00064,0.0,0.0,,1.0
1444,97.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0259968,0.0259968,0.00064,0.0,0.0,,1.0
1445,102.972,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0260383,0.0260383,0.00064,0.0,0.0,,1.0
1446,94.772,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0260159,0.0260159,0.00064,0.0,0.0,,1.0
1447,84.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0263184,0.0263184,0.00064,0.0,0.0,,1.0
1448,189.372,0.752252381,0.97667,0.7519710000000000,0.0387356,0.018537,0.030000000000000000,0.014628,0.014628,0.00064,0.0,0.0,,2.0
1449,102.772,0.752252381,0.97667,0.7519710000000000,0.0387356,0.018537,0.030000000000000000,0.0147311,0.0147311,0.00064,0.0,0.0,,2.0
1450,91.772,0.754538095,0.97667,0.7543120000000000,0.0406684,0.0242149,0.030000000000000000,0.0155343,0.0155343,0.00064,0.0,0.0,,2.0
1451,96.172,0.774604878,0.97609,0.7748750000000000,0.0495176,0.0244826,0.030641,0.0239642,0.0239642,0.00064,0.0,0.0,,2.0
1452,172.772,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00632966,0.00632966,0.00064,0.0,0.0,,2.0
1453,100.572,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00666029,0.00666029,0.00064,0.0,0.0,,2.0
1454,82.572,0.7864097560000000,0.97609,0.7861750000000000,0.0340186,0.026330600000000000,0.0562821,0.00923821,0.00923821,0.00064,0.0,0.0,,2.0
1455,88.172,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00640999,0.00640999,0.00064,0.0,0.0,,2.0
1456,92.772,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00639955,0.00639955,0.00064,0.0,0.0,,2.0
1457,81.572,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0259948,0.0259948,0.00064,0.0,0.0,,2.0
1458,90.372,0.786312195,0.97609,0.7860750000000000,0.0539974,0.0294849,0.030641,0.0291057,0.0291057,0.00064,0.0,0.0,,2.0
1459,92.972,0.8060750000000000,0.97548,0.806338,0.0610508,0.0298285,0.031315800000000000,0.0403565,0.0403565,0.00064,0.0,0.0,,2.0
1460,198.372,0.7886536590000000,0.97609,0.787675,0.0548526,0.0244826,0.030641,0.0314636,0.0314636,0.00064,0.0,0.0,,2.0
1461,94.772,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0257247,0.0257247,0.00064,0.0,0.0,,2.0
1462,85.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0261038,0.0261038,0.00064,0.0,0.0,,2.0
1463,85.972,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00643384,0.00643384,0.00064,0.0,0.0,,2.0
1464,86.972,0.796482927,0.97609,0.7965000000000000,0.0546642,0.0314707,0.0562821,0.0282999,0.0282999,0.00064,0.0,0.0,,2.0
1465,96.172,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.040725,0.040725,0.00064,0.0,0.0,,2.0
1466,95.572,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0409361,0.0409361,0.00064,0.0,0.0,,1.0
1467,106.572,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.040653,0.040653,0.00064,0.0,0.0,,1.0
1468,157.772,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0409548,0.0409548,0.00064,0.0,0.0,,1.0
1469,70.972,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0412193,0.0412193,0.00064,0.0,0.0,,1.0
1470,50.172,0.807675,0.97548,0.8071590000000000,0.061128800000000000,0.029317600000000000,0.031315800000000000,0.0408075,0.0408075,0.00064,0.0,0.0,,0.0
1471,91.372,0.794117073,0.97609,0.7932750000000000,0.0573275,0.0244826,0.030641,0.0347714,0.0347714,0.00064,0.0,0.0,,0.0
1472,106.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.02558,0.02558,0.00064,0.0,0.0,,0.0
1473,102.172,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0261383,0.0261383,0.00064,0.0,0.0,,1.0
1474,102.972,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0255313,0.0255313,0.00064,0.0,0.0,,1.0
1475,114.772,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0270805,0.0270805,0.00064,0.0,0.0,,1.0
1476,68.572,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0261212,0.0261212,0.00064,0.0,0.0,,2.0
1477,90.972,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0261474,0.0261474,0.00064,0.0,0.0,,2.0
1478,91.772,0.8158000000000000,0.97548,0.815492,0.0391141,0.0187733,0.031315800000000000,0.0145788,0.0145788,0.00064,0.0,0.0,,2.0
1479,99.572,0.8158000000000000,0.97548,0.815492,0.0391141,0.0187733,0.031315800000000000,0.0145637,0.0145637,0.00064,0.0,0.0,,2.0
1480,91.972,0.8158000000000000,0.97548,0.815492,0.0391141,0.0187733,0.031315800000000000,0.014449,0.014449,0.00064,0.0,0.0,,1.0
1481,90.172,0.8158000000000000,0.97548,0.815492,0.0391141,0.0187733,0.031315800000000000,0.0144852,0.0144852,0.00064,0.0,0.0,,1.0
1482,99.572,0.8158000000000000,0.97548,0.815492,0.0391141,0.0187733,0.031315800000000000,0.0146591,0.0146591,0.00064,0.0,0.0,,1.0
1483,101.772,0.8158000000000000,0.97548,0.815492,0.0391141,0.0187733,0.031315800000000000,0.0144117,0.0144117,0.00064,0.0,0.0,,1.0
1484,87.172,0.797360976,0.97609,0.7966000000000000,0.0351183,0.0146578,0.030641,0.00984968,0.00984968,0.00064,0.0,0.0,,1.0
1485,79.172,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00637866,0.00637866,0.00064,0.0,0.0,,1.0
1486,85.772,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00641997,0.00641997,0.00064,0.0,0.0,,1.0
1487,93.372,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00651845,0.00651845,0.00064,0.0,0.0,,1.0
1488,86.372,0.8265250000000000,0.97548,0.826492,0.046392300000000000,0.0248004,0.031315800000000000,0.019206,0.019206,0.00064,0.0,0.0,,1.0
1489,88.172,0.844261538,0.974839,0.8438260000000000,0.0507915,0.024407500000000000,0.032027,0.0263181,0.0263181,0.00064,0.0,0.0,,1.0
1490,85.372,0.8364250000000000,0.97548,0.8358,0.0494338,0.0254539,0.031315800000000000,0.0233888,0.0233888,0.00064,0.0,0.0,,1.0
1491,96.972,0.833312821,0.974839,0.833458,0.0599977,0.0275594,0.0590541,0.0341803,0.0341803,0.00064,0.0,0.0,,1.0
1492,43.372,0.8184,0.97548,0.8173130000000000,0.0669463,0.0298606,0.031315800000000000,0.0485811,0.0485811,0.00064,0.0,0.0,,1.0
1493,98.572,0.781629268,0.97609,0.780475,0.0504046,0.0244826,0.030641,0.0265637,0.0265637,0.00064,0.0,0.0,,1.0
1494,88.572,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00641794,0.00641794,0.00064,0.0,0.0,,1.0
1495,82.572,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00641538,0.00641538,0.00064,0.0,0.0,,1.0
1496,89.972,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00637456,0.00637456,0.00064,0.0,0.0,,1.0
1497,83.572,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.0064432,0.0064432,0.00064,0.0,0.0,,1.0
1498,84.972,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00647384,0.00647384,0.00064,0.0,0.0,,1.0
1499,87.172,0.789556098,0.97609,0.7894,0.0260446,0.0176931,0.0562821,0.00402688,0.00402688,0.00064,0.0,0.0,,1.0
1500,79.972,0.7958000000000000,0.97609,0.7958000000000000,,0.0032,0.005000000000000000,,,0.00064,0.0,0.0,,1.0
1501,82.972,0.783165854,0.97609,0.78205,0.0822777,0.0362105,0.0562821,0.0785814,0.0785814,0.00064,0.0,0.0,,1.0
1502,71.9654,0.7836095240000000,0.97667,0.783312,0.022403700000000000,0.01035542,0.005000000000000000,0.00142082,0.00142082,0.00064,0.0,0.0,,2.0
1503,77.1648,0.775347619,0.97667,0.775629,0.0387356,0.018537,0.030000000000000000,0.0148164,0.0148164,0.00064,0.0,0.0,,2.0
1504,90.1634,0.775347619,0.97667,0.775629,0.0387356,0.018537,0.030000000000000000,0.0147571,0.0147571,0.00064,0.0,0.0,,2.0
1505,73.5652,0.779919048,0.97667,0.780312,0.0390077,0.0146553,0.030000000000000000,0.013768,0.013768,0.00064,0.0,0.0,,1.0
1506,69.5656,0.800604878,0.97609,0.801525,0.030824400000000000,0.0148013,0.030641,0.00745477,0.00745477,0.00064,0.0,0.0,,1.0
1507,69.9654,0.803726829,0.97609,0.803925,0.028370600000000000,0.0136083,0.030641,0.00665975,0.00665975,0.00064,0.0,0.0,,1.0
1508,70.1656,0.803726829,0.97609,0.803925,0.028370600000000000,0.0136083,0.030641,0.00672082,0.00672082,0.00064,0.0,0.0,,1.0
1509,68.5656,0.820117073,0.97609,0.820725,0.027951,0.01056067,0.005000000000000000,0.0046229,0.0046229,0.00064,0.0,0.0,,1.0
1510,73.7648,0.831925,0.97548,0.8320310000000000,0.0177767,0.00855331,0.005000000000000000,0.00171456,0.00171456,0.00064,0.0,0.0,,1.0
1511,73.5652,0.831925,0.97548,0.8320310000000000,0.0177767,0.00855331,0.005000000000000000,0.00172097,0.00172097,0.00064,0.0,0.0,,1.0
1512,71.5652,0.827141463,0.97609,0.827125,0.0238246,0.01216861,0.005000000000000000,0.00240006,0.00240006,0.00064,0.0,0.0,,1.0
1513,74.965,0.832604878,0.97609,0.8335250000000000,0.0437849,0.021089300000000000,0.030641,0.0174877,0.0174877,0.00064,0.0,0.0,,1.0
1514,70.3652,0.886235897,0.974839,0.886905,0.027451800000000000,0.01063985,0.005000000000000000,0.00416615,0.00416615,0.00064,0.0,0.0,,1.0
1515,70.5654,0.873107692,0.974839,0.873432,0.029578700000000000,0.0149634,0.032027,0.00565852,0.00565852,0.00064,0.0,0.0,,1.0
1516,66.9658,0.8556,0.97548,0.8554670000000000,0.0377172,0.0198212,0.031315800000000000,0.0108915,0.0108915,0.00064,0.0,0.0,,1.0
1517,66.5658,0.848175,0.97548,0.848697,0.039408700000000000,0.020662,0.031315800000000000,0.0125655,0.0125655,0.00064,0.0,0.0,,1.0
1518,71.1654,0.844875,0.97548,0.8444670000000000,0.0397093,0.0198212,0.031315800000000000,0.0135647,0.0135647,0.00064,0.0,0.0,,1.0
1519,67.9656,0.839925,0.97548,0.8402360000000000,0.0394528,0.0189355,0.031315800000000000,0.0149038,0.0149038,0.00064,0.0,0.0,,1.0
1520,60.166200000000000,0.839925,0.97548,0.8402360000000000,0.0394528,0.0189355,0.031315800000000000,0.0148892,0.0148892,0.00064,0.0,0.0,,1.0
1521,70.3654,0.839925,0.97548,0.8402360000000000,0.0394528,0.0189355,0.031315800000000000,0.0149337,0.0149337,0.00064,0.0,0.0,,0.0
1522,72.3652,0.839925,0.97548,0.8402360000000000,0.0394528,0.0189355,0.031315800000000000,0.0148508,0.0148508,0.00064,0.0,0.0,,0.0
1523,68.3654,0.839925,0.97548,0.8402360000000000,0.0394528,0.0189355,0.031315800000000000,0.0149666,0.0149666,0.00064,0.0,0.0,,0.0
1524,73.565,0.839925,0.97548,0.8402360000000000,0.0394528,0.0189355,0.031315800000000000,0.0148367,0.0148367,0.00064,0.0,0.0,,0.0
1525,73.565,0.8571589740000000,0.974839,0.857932,0.0370579,0.0173067,0.032027,0.0106051,0.0106051,0.00064,0.0,0.0,,0.0
1526,65.16580000000000,0.8773384620000000,0.974839,0.877774,0.0507915,0.024407500000000000,0.032027,0.0263866,0.0263866,0.00064,0.0,0.0,,0.0
1527,65.16580000000000,0.8773384620000000,0.974839,0.877774,0.0507915,0.024407500000000000,0.032027,0.0264374,0.0264374,0.00064,0.0,0.0,,0.0
1528,70.3652,0.8673128210000000,0.974839,0.867484,0.0304011,0.0200443,0.032027,0.00690459,0.00690459,0.00064,0.0,0.0,,0.0
1529,68.5656,0.8580051280000000,0.974839,0.8588,0.0366432,0.0150379,0.032027,0.0105403,0.0105403,0.00064,0.0,0.0,,0.0
1530,61.9662,0.8690051280000000,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.00654445,0.00654445,0.00064,0.0,0.0,,0.0
1531,69.5654,0.8690051280000000,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.0064894,0.0064894,0.00064,0.0,0.0,,0.0
1532,70.9654,0.8690051280000000,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.00645492,0.00645492,0.00064,0.0,0.0,,0.0
1533,67.5656,0.8690051280000000,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.00645528,0.00645528,0.00064,0.0,0.0,,0.0
1534,71.165,0.8690051280000000,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.00654178,0.00654178,0.00064,0.0,0.0,,0.0
1535,62.5662,0.8690051280000000,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.0064664,0.0064664,0.00064,0.0,0.0,,0.0
1536,98.5622,0.8690051280000000,0.974839,0.869221,0.0285245,0.0137215,0.032027,0.00647487,0.00647487,0.00064,0.0,0.0,,0.0
1537,68.3656,0.8572500000000000,0.97548,0.857159,0.0370393,0.0214641,0.031315800000000000,0.0102326,0.0102326,0.00064,0.0,0.0,,0.0
1538,75.165,0.839925,0.97548,0.8402360000000000,0.0394528,0.0189355,0.031315800000000000,0.0149392,0.0149392,0.00064,0.0,0.0,,0.0
1539,67.16580000000000,0.816995122,0.97609,0.816725,0.0292426,0.0148013,0.030641,0.00491189,0.00491189,0.00064,0.0,0.0,,0.0
1540,73.24042105,0.8553000000000000,0.974164,0.860395,0.0990558,0.0500393,0.116111,0.0870243,0.0870243,0.00064,0.0,0.0,,1.0
1541,73.48010811,0.895205405,0.973453,0.894383,0.101044,0.0494953,0.0907143,0.110231,0.110231,0.00064,0.0,0.0,,1.0
1542,75.95094737,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.107275,0.107275,0.00064,0.0,0.0,,1.0
1543,71.52989474,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.10482,0.10482,0.00064,0.0,0.0,,1.0
1544,75.21410526,0.8908526320000000,0.974164,0.889935,0.09601850000000000,0.0462,0.032777800000000000,0.105799,0.105799,0.00064,0.0,0.0,,1.0
1545,74.772,0.8394750000000000,0.97548,0.837287,0.08967350000000000,0.02883,0.0839474,0.0779657,0.0779657,0.00064,0.0,0.0,,1.0
1546,62.85917949,0.817594872,0.974839,0.818168,0.0726399,0.036836,0.0590541,0.0502531,0.0502531,0.00064,0.0,0.0,,1.0
1547,85.372,0.8359282050000000,0.974839,0.8352740000000000,0.0730586,0.035093400000000000,0.032027,0.0623647,0.0623647,0.00064,0.0,0.0,,1.0
1548,76.63515789,0.874168421,0.974164,0.87453,0.1017763,0.059139000000000000,0.0883333,0.0999059,0.0999059,0.00064,0.0,0.0,,1.0
1549,72.872,0.953966667,0.9727020000000000,0.9529430000000000,0.0981992,0.0474466,0.0344118,0.106319,0.106319,0.00064,0.0,0.0,,0.0
1550,72.34422222,0.953966667,0.9727020000000000,0.9529430000000000,0.0981992,0.0474466,0.0344118,0.100432,0.100432,0.00064,0.0,0.0,,0.0
1551,80.34422222,0.953966667,0.9727020000000000,0.9529430000000000,0.0981992,0.0474466,0.0344118,0.109783,0.109783,0.00064,0.0,0.0,,0.0
1552,82.55621053,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0563292,0.0563292,0.00064,0.0,0.0,,0.0
1553,78.68778947,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.060588,0.060588,0.00064,0.0,0.0,,0.0
1554,79.42463158,0.899405263,0.974164,0.898719,0.07349060000000000,0.0353667,0.032777800000000000,0.0590192,0.0590192,0.00064,0.0,0.0,,0.0
1555,76.60276923,0.8688769230000000,0.974839,0.8674050000000000,0.0678684,0.0311618,0.113108,0.0434989,0.0434989,0.00064,0.0,0.0,,0.0
1556,80.83353846,0.842594872,0.974839,0.8421160000000000,0.051371,0.0181964,0.0590541,0.0264968,0.0264968,0.00064,0.0,0.0,,0.0
1557,79.66468293,0.8022634150000000,0.97609,0.8008000000000000,0.0435615,0.0178068,0.0562821,0.0125665,0.0125665,0.00064,0.0,0.0,,0.0
1558,76.85980488,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.0064924,0.0064924,0.00064,0.0,0.0,,1.0
1559,74.1524878,0.8022634150000000,0.97609,0.802425,0.044745900000000000,0.026330600000000000,0.0562821,0.0123335,0.0123335,0.00064,0.0,0.0,,1.0
1560,82.42328205,0.842594872,0.974839,0.8438260000000000,0.0507915,0.024407500000000000,0.032027,0.0253432,0.0253432,0.00064,0.0,0.0,,1.0
1561,80.96174359,0.844261538,0.974839,0.8438260000000000,0.0507915,0.024407500000000000,0.032027,0.0270675,0.0270675,0.00064,0.0,0.0,,1.0
1562,85.372,0.839261538,0.974839,0.8404050000000000,0.051876700000000000,0.026947500000000000,0.0590541,0.024679,0.024679,0.00064,0.0,0.0,,1.0
1563,77.1524878,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00643289,0.00643289,0.00064,0.0,0.0,,1.0
1564,82.29882927,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00661559,0.00661559,0.00064,0.0,0.0,,1.0
1565,77.00614634,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00648556,0.00648556,0.00064,0.0,0.0,,0.0
1566,86.68907317,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.00651456,0.00651456,0.00064,0.0,0.0,,1.0
1567,84.03053659,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0250269,0.0250269,0.00064,0.0,0.0,,0.0
1568,93.22565854,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0270224,0.0270224,0.00064,0.0,0.0,,1.0
1569,91.29882927,0.7722634150000000,0.97609,0.771675,0.0712419,0.0341047,0.030641,0.0626583,0.0626583,0.00064,0.0,0.0,,1.0
1570,76.42328205,0.8110564100000000,0.974839,0.811458,0.09333170000000000,0.046940300000000000,0.0590541,0.0916812,0.0916812,0.00064,0.0,0.0,,1.0
1571,88.75661538,0.827723077,0.974839,0.8268530000000000,0.0949831,0.0456149,0.032027,0.105984,0.105984,0.00064,0.0,0.0,,1.0
1572,79.24379487,0.8359282050000000,0.974839,0.8352740000000000,0.0730586,0.035093400000000000,0.032027,0.0594395,0.0594395,0.00064,0.0,0.0,,1.0
1573,75.2694359,0.8359282050000000,0.974839,0.8352740000000000,0.0730586,0.035093400000000000,0.032027,0.0586185,0.0586185,0.00064,0.0,0.0,,1.0
1574,95.722,0.8203,0.97548,0.819262,0.0721217,0.026633,0.057631600000000000,0.0530302,0.0530302,0.00064,0.0,0.0,,1.0
1575,85.10370732,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0253618,0.0253618,0.00064,0.0,0.0,,2.0
1576,96.68907317,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0271825,0.0271825,0.00064,0.0,0.0,,2.0
1577,100.32321951,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0272064,0.0272064,0.00064,0.0,0.0,,2.0
1578,87.07931707,0.78482439,0.97609,0.7845500000000000,0.0388282,0.026330600000000000,0.0562821,0.0124797,0.0124797,0.00064,0.0,0.0,,1.0
1579,88.29882927,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.0065799,0.0065799,0.00064,0.0,0.0,,1.0
1580,92.68907317,0.787995122,0.97609,0.7878000000000000,0.0280357,0.0134482,0.030641,0.0066963,0.0066963,0.00064,0.0,0.0,,2.0
1581,92.51834146,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0250731,0.0250731,0.00064,0.0,0.0,,2.0
1582,84.10370732,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0260697,0.0260697,0.00064,0.0,0.0,,2.0
1583,97.42078049,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0274341,0.0274341,0.00064,0.0,0.0,,2.0
1584,107.0549268,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0266352,0.0266352,0.00064,0.0,0.0,,2.0
1585,83.81102439,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0257613,0.0257613,0.00064,0.0,0.0,,2.0
1586,87.95736585,0.783239024,0.97609,0.7829250000000000,0.0429333,0.028564500000000000,0.0819231,0.0172222,0.0172222,0.00064,0.0,0.0,,2.0
1587,79.34760976,0.780068293,0.97609,0.779675,0.0498062,0.023856500000000000,0.030641,0.0265066,0.0265066,0.00064,0.0,0.0,,2.0
1588,80.55148718,0.8259282050000000,0.974839,0.826721,0.0534819,0.026947500000000000,0.0590541,0.0211863,0.0211863,0.00064,0.0,0.0,,2.0
